|PK|NOMBRE|DESCRIPCION-ENTIDAD|HORARIO|EQUIPAMIENTO|TRANSPORTE|DESCRIPCION|ACCESIBILIDAD|CONTENT-URL|NOMBRE-VIA|CLASE-VIAL|TIPO-NUM|NUM|PLANTA|PUERTA|ESCALERAS|ORIENTACION|LOCALIDAD|PROVINCIA|CODIGO-POSTAL|COD-BARRIO|BARRIO|COD-DISTRITO|DISTRITO|COORDENADA-X|COORDENADA-Y|LATITUD|LONGITUD|TELEFONO|FAX|EMAIL|TIPO|Unnamed: 32|Longitude|Latitude
216|8871|CMSc Centro Municipal de Salud Comunitaria Salud Tetuán||Antes de acudir, póngase en contacto teléfonico con el centro    Apertura y Cierre: de lunes a viernes de 8 a 21 horas     Atención al público: de lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia: a demanda en todos los CMSc. (Se recomienda llamar antes para evitar esperas innecesarias y para mejor organización de los centros)  Vacunación: con cita previa|Promovemos la salud y prevenimos la enfermedad        SOMOS MADRID SOMOS SALUD      Prevención del sobrepeso, la obesidad y la diabetes tipo II. Valoración de los hábitos alimentarios y nivel de riesgo. Talleres de alimentación saludable. Fomento de la actividad física: rutas WAP y marcha nórdica. Salud sexual y reproductiva: Asesoramiento y si procede, facilitación al acceso de métodos anticonceptivos, instauración y seguimiento. Anticoncepción de urgencia. Test de gestación. Diagnóstico y asesoramiento sobre VIH e infecciones de transmisión sexual (ITS). Asesoramiento en diversidad de orientación e identidad sexuales. Buen trato Vacunación: Campañas de vacunación (gripe, COVID, neumococo, etc..) Vacunación según calendario.  Tabaquismo: Asesoramiento y talleres grupales para el abandono del consumo de tabaco. Salud mental: Asesoramiento psicológico personalizado. Talleres grupales sobre bienestar emocional y prevención de la ansiedad.Apoyo individual y grupal para la prevención del duelo complicado. Correo de contacto info@apoyoduelo.es  Soledad no deseada: Actividades para la prevención de la soledad no deseada en todas las edades. Atención personalizada. Correo de contacto info@soledadnodeseada.es  Crianza: Asesoramiento preconcepcional, durante el embarazo y el postparto. Promoción de la lactancia materna. Apoyo a la crianza mediante asesoría individual y grupal: Primeros auxilios y prevención de accidentes; Alimentación infantil; Enfermedades comunes en la infancia, buen trato, etc...  Adolescentes y jóvenes: Asesoría y educación para la salud a familias, profesorado y otros profesionales socioeducativos y sanitarios. Asesoría individual y talleres grupales para jóvenes y adolescentes (educación para la salud, educación en sexualidades saludables y asesoramiento psicológico) Envejecimiento activo y saludable: asesoría individual y valoración de riesgo. Actividades grupales: memoria, prevención de caídas y accidentes, bienestar emocional, alimentación, buen trato, etc...  Se ofrece asesoría sociosanitaria  Más información en pág. web https://madridsalud.es/prevencion-y-promocion-de-la-salud/|Metro: Valdeacederas, Plaza de Castilla  Bus: 42 , 49 , 124  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Los CMSc tienen un ámbito de influencia pero se atiende a personas de cualquier distrito   Ámbito de influencia:   Distrito de Chamartín: Barrios de Hispanoamérica , Nueva España y Castilla Distrito de Tetuán.  Los programas marco de salud de abordaje prioritario que desarrollan los Centros Municipales de Salud Comunitaria son:  Alimentación, actividad física y salud Salud sexual y reproductiva Promoción de la salud en el ámbito educativo Envejecimiento activo y saludable Salud materno-infantil Prevención y control del consumo de tabaco Promoción de Salud Mental Desigualdades sociales en salud  Los que se desarrollan actualmente los puede consultar en la Página Web de Madrid Salud|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71734b6faa61c010VgnVCM1000000b205a0aRCRD|AGUILEÑAS|CALLE|V|1.0|||||MADRID|MADRID|28029.0|4.0|ALMENARA|6.0|TETUAN|441196.0|4479654.0|40.46548064796593|-3.6936383781020643|CITACIONES: 915 886 675/ 915 886 689||cmstetuan@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.6936265779267123|40.46547965661112
217|4645539|CMSc Centro Municipal de Salud Comunitaria San Blas||Antes de acudir, póngase en contacto telefónico con el centro    Apertura y Cierre: de lunes a viernes de 8 a 21 horas     Atención al público: de lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia: a demanda en todos los CMSc. (Se recomienda llamar antes para evitar esperas innecesarias y para mejor organización de los centros)  Vacunación: con cita previa|Promovemos la salud y prevenimos la enfermedad        SOMOS MADRID SOMOS SALUD      Prevención del sobrepeso, la obesidad y la diabetes tipo II. Valoración de los hábitos alimentarios y nivel de riesgo. Talleres de alimentación saludable. Fomento de la actividad física: rutas WAP y marcha nórdica. Salud sexual y reproductiva: Asesoramiento y si procede, facilitación al acceso de métodos anticonceptivos, instauración y seguimiento. Anticoncepción de urgencia. Test de gestación. Diagnóstico y asesoramiento sobre VIH e infecciones de transmisión sexual (ITS). Asesoramiento en diversidad de orientación e identidad sexuales. Buen trato Vacunación: Campañas de vacunación (gripe, COVID, neumococo, etc..) Vacunación según calendario.  Tabaquismo: Asesoramiento y talleres grupales para el abandono del consumo de tabaco. Salud mental: Asesoramiento psicológico personalizado. Talleres grupales sobre bienestar emocional y prevención de la ansiedad.Apoyo individual y grupal para la prevención del duelo complicado. Correo de contacto info@apoyoduelo.es  Soledad no deseada: Actividades para la prevención de la soledad no deseada en todas las edades. Atención personalizada. Correo de contacto info@soledadnodeseada.es  Crianza: Asesoramiento preconcepcional, durante el embarazo y el postparto. Promoción de la lactancia materna. Apoyo a la crianza mediante asesoría individual y grupal: Primeros auxilios y prevención de accidentes; Alimentación infantil; Enfermedades comunes en la infancia, buen trato, etc...  Adolescentes y jóvenes: Asesoría y educación para la salud a familias, profesorado y otros profesionales socioeducativos y sanitarios. Asesoría individual y talleres grupales para jóvenes y adolescentes (educación para la salud, educación en sexualidades saludables y asesoramiento psicológico) Envejecimiento activo y saludable: asesoría individual y valoración de riesgo. Actividades grupales: memoria, prevención de caídas y accidentes, bienestar emocional, alimentación, buen trato, etc...  Se ofrece asesoría sociosanitaria  Más información en pág. web https://madridsalud.es/prevencion-y-promocion-de-la-salud/|Autobus: 38, 48, 153  Metro: San Blas  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Los CMSc tienen un ámbito de influencia pero se atiende a personas de cualquier distrito   Ámbito de influencia: Barrios de Simancas, Salvador, Hellín, Amposta, Arcos y Rosas Los programas marco de salud de abordaje prioritario que desarrollan los Centros Municipales de Salud Comunitaria son:  Alimentación, actividad física y salud Salud sexual y reproductiva Promoción de la salud en el ámbito educativo Envejecimiento activo y saludable Salud materno-infantil Prevención y control del consumo de tabaco Promoción de Salud Mental Desigualdades sociales en salud  Los que se desarrollan actualmente los puede consultar en la Página Web de Madrid Salud|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40b3b8facf715110VgnVCM1000000b205a0aRCRD|POBLADURA DEL VALLE|CALLE|V|13.0|||||MADRID|MADRID|28037.0|3.0|AMPOSTA|20.0|SAN BLAS-CANILLEJAS|447403.0|4475213.0|40.425889776910964|-3.620048048164773|CITACIONES: 917 609 656/47||cmssanblas@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.6200480432888487|40.425888712322084
218|8878|CMSc Centro Municipal de Salud Comunitaria Usera||Antes de acudir, póngase en contacto telefónico con el centro    Apertura y Cierre: de lunes a viernes de 8 a 21 horas     Atención al público: de lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia: a demanda en todos los CMSc. (Se recomienda llamar antes para evitar esperas innecesarias y para mejor organización de los centros)  Vacunación: con cita previa|Promovemos la salud y prevenimos la enfermedad        SOMOS MADRID SOMOS SALUD      Prevención del sobrepeso, la obesidad y la diabetes tipo II. Valoración de los hábitos alimentarios y nivel de riesgo. Talleres de alimentación saludable. Fomento de la actividad física: rutas WAP y marcha nórdica. Salud sexual y reproductiva: Asesoramiento y si procede, facilitación al acceso de métodos anticonceptivos, instauración y seguimiento. Anticoncepción de urgencia. Test de gestación. Diagnóstico y asesoramiento sobre VIH e infecciones de transmisión sexual (ITS). Asesoramiento en diversidad de orientación e identidad sexuales. Buen trato Vacunación: Campañas de vacunación (gripe, COVID, neumococo, etc..) Vacunación según calendario.  Tabaquismo: Asesoramiento y talleres grupales para el abandono del consumo de tabaco. Salud mental: Asesoramiento psicológico personalizado. Talleres grupales sobre bienestar emocional y prevención de la ansiedad.Apoyo individual y grupal para la prevención del duelo complicado. Correo de contacto info@apoyoduelo.es  Soledad no deseada: Actividades para la prevención de la soledad no deseada en todas las edades. Atención personalizada. Correo de contacto info@soledadnodeseada.es  Crianza: Asesoramiento preconcepcional, durante el embarazo y el postparto. Promoción de la lactancia materna. Apoyo a la crianza mediante asesoría individual y grupal: Primeros auxilios y prevención de accidentes; Alimentación infantil; Enfermedades comunes en la infancia, buen trato, etc...  Adolescentes y jóvenes: Asesoría y educación para la salud a familias, profesorado y otros profesionales socioeducativos y sanitarios. Asesoría individual y talleres grupales para jóvenes y adolescentes (educación para la salud, educación en sexualidades saludables y asesoramiento psicológico) Envejecimiento activo y saludable: asesoría individual y valoración de riesgo. Actividades grupales: memoria, prevención de caídas y accidentes, bienestar emocional, alimentación, buen trato, etc...  Se ofrece asesoría sociosanitaria  Más información en pág. web https://madridsalud.es/prevencion-y-promocion-de-la-salud/|Bus: 6 , 60 , 78 , 81  Metro: Plaza Elíptica  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Los CMSc tienen un ámbito de influencia pero se atiende a personas de cualquier distrito   Ámbito de influencia:   Distrito de Usera: Orcasitas, Orcasur, San Fermín, Almendrales, Moscardó, Zofío, Pradolongo  Los programas marco de salud de abordaje prioritario que desarrollan los Centros Municipales de Salud Comunitaria son:  Alimentación, actividad física y salud Salud sexual y reproductiva Promoción de la salud en el ámbito educativo Envejecimiento activo y saludable Salud materno-infantil Prevención y control del consumo de tabaco Promoción de Salud Mental Desigualdades sociales en salud  Los que se desarrollan actualmente los puede consultar en la Página Web de Madrid Salud|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7934b6faa61c010VgnVCM1000000b205a0aRCRD|AVENA|CALLE|V|3.0||||(Esquina a calle Heno)|MADRID|MADRID|28026.0|6.0|ZOFIO|12.0|USERA|439249.0|4469929.0|40.37773347929677|-3.7156736251996945|CITACIONES: 914 609 850 / 914 607 200||cmsusera@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.715661840280503|40.377732492712376
219|8877|CMSc Centro Municipal de Salud Comunitaria Vicálvaro||Antes de acudir, póngase en contacto telefónico con el centro    Apertura y Cierre: de lunes a viernes de 8 a 21 horas     Atención al público: de lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia: a demanda en todos los CMSc. (Se recomienda llamar antes para evitar esperas innecesarias y para mejor organización de los centros)  Vacunación: con cita previa|Promovemos la salud y prevenimos la enfermedad        SOMOS MADRID SOMOS SALUD      Prevención del sobrepeso, la obesidad y la diabetes tipo II. Valoración de los hábitos alimentarios y nivel de riesgo. Talleres de alimentación saludable. Fomento de la actividad física: rutas WAP y marcha nórdica. Salud sexual y reproductiva: Asesoramiento y si procede, facilitación al acceso de métodos anticonceptivos, instauración y seguimiento. Anticoncepción de urgencia. Test de gestación. Diagnóstico y asesoramiento sobre VIH e infecciones de transmisión sexual (ITS). Asesoramiento en diversidad de orientación e identidad sexuales. Buen trato Vacunación: Campañas de vacunación (gripe, COVID, neumococo, etc..) Vacunación según calendario.  Tabaquismo: Asesoramiento y talleres grupales para el abandono del consumo de tabaco. Salud mental: Asesoramiento psicológico personalizado. Talleres grupales sobre bienestar emocional y prevención de la ansiedad.Apoyo individual y grupal para la prevención del duelo complicado. Correo de contacto info@apoyoduelo.es  Soledad no deseada: Actividades para la prevención de la soledad no deseada en todas las edades. Atención personalizada. Correo de contacto info@soledadnodeseada.es  Crianza: Asesoramiento preconcepcional, durante el embarazo y el postparto. Promoción de la lactancia materna. Apoyo a la crianza mediante asesoría individual y grupal: Primeros auxilios y prevención de accidentes; Alimentación infantil; Enfermedades comunes en la infancia, buen trato, etc...  Adolescentes y jóvenes: Asesoría y educación para la salud a familias, profesorado y otros profesionales socioeducativos y sanitarios. Asesoría individual y talleres grupales para jóvenes y adolescentes (educación para la salud, educación en sexualidades saludables y asesoramiento psicológico) Envejecimiento activo y saludable: asesoría individual y valoración de riesgo. Actividades grupales: memoria, prevención de caídas y accidentes, bienestar emocional, alimentación, buen trato, etc...  Se ofrece asesoría sociosanitaria  Más información en pág. web https://madridsalud.es/prevencion-y-promocion-de-la-salud/|Metro: Vicálvaro  Bus: 4 , 100 , 106 , 130, E3  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Los CMSc tienen un ámbito de influencia pero se atiende a personas de cualquier distrito   Ámbito de influencia:   Distrito de Moratalaz: Pavones, Horcajo, Marroquina, Media Legua, Fontarrón, Vinateros    Distrito de Vicálvaro: Casco Histórico de Vicálvaro, Ambroz   Los programas marco de salud de abordaje prioritario que desarrollan los Centros Municipales de Salud Comunitaria son:  Alimentación, actividad física y salud Salud sexual y reproductiva Promoción de la salud en el ámbito educativo Envejecimiento activo y saludable Salud materno-infantil Prevención y control del consumo de tabaco Promoción de Salud Mental Desigualdades sociales en salud  Los que se desarrollan actualmente los puede consultar en la Página Web de Madrid Salud|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1eb34b6faa61c010VgnVCM1000000b205a0aRCRD|CALAHORRA|CALLE|V|11.0|||||MADRID|MADRID|28032.0||AMBROZ||VICALVARO|448180.0|4473179.0|40.40760589417718|-3.610734756927216|Citaciones: 917 602 401 / 917 753 260 / 917 753 262||cmsvicalvaro@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.610723048724009|40.407613900451935
220|8873|CMSc Centro Municipal de Salud Comunitaria Villa de Vallecas||Antes de acudir, póngase en contacto telefónico con el centro    Apertura y Cierre: de lunes a viernes de 8 a 21 horas     Atención al público: de lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia: a demanda en todos los CMSc. (Se recomienda llamar antes para evitar esperas innecesarias y para mejor organización de los centros)  Vacunación: con cita previa|Promovemos la salud y prevenimos la enfermedad        SOMOS MADRID SOMOS SALUD      Prevención del sobrepeso, la obesidad y la diabetes tipo II. Valoración de los hábitos alimentarios y nivel de riesgo. Talleres de alimentación saludable. Fomento de la actividad física: rutas WAP y marcha nórdica. Salud sexual y reproductiva: Asesoramiento y si procede, facilitación al acceso de métodos anticonceptivos, instauración y seguimiento. Anticoncepción de urgencia. Test de gestación. Diagnóstico y asesoramiento sobre VIH e infecciones de transmisión sexual (ITS). Asesoramiento en diversidad de orientación e identidad sexuales. Buen trato Vacunación: Campañas de vacunación (gripe, COVID, neumococo, etc..) Vacunación según calendario.  Tabaquismo: Asesoramiento y talleres grupales para el abandono del consumo de tabaco. Salud mental: Asesoramiento psicológico personalizado. Talleres grupales sobre bienestar emocional y prevención de la ansiedad.Apoyo individual y grupal para la prevención del duelo complicado. Correo de contacto info@apoyoduelo.es  Soledad no deseada: Actividades para la prevención de la soledad no deseada en todas las edades. Atención personalizada. Correo de contacto info@soledadnodeseada.es  Crianza: Asesoramiento preconcepcional, durante el embarazo y el postparto. Promoción de la lactancia materna. Apoyo a la crianza mediante asesoría individual y grupal: Primeros auxilios y prevención de accidentes; Alimentación infantil; Enfermedades comunes en la infancia, buen trato, etc...  Adolescentes y jóvenes: Asesoría y educación para la salud a familias, profesorado y otros profesionales socioeducativos y sanitarios. Asesoría individual y talleres grupales para jóvenes y adolescentes (educación para la salud, educación en sexualidades saludables y asesoramiento psicológico) Envejecimiento activo y saludable: asesoría individual y valoración de riesgo. Actividades grupales: memoria, prevención de caídas y accidentes, bienestar emocional, alimentación, buen trato, etc...  Se ofrece asesoría sociosanitaria  Más información en pág. web https://madridsalud.es/prevencion-y-promocion-de-la-salud/|Metro: Villa de Vallecas  Bus: 54 , 58 , 130 , 143  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Los CMSc tienen un ámbito de influencia pero se atiende a personas de cualquier distrito   Ámbito de influencia:   Distrito de Villa de Vallecas. Barrios:  Casco histórico de Vallecas Santa Eugenia Ensanche de Vallecas    Los programas marco de salud de abordaje prioritario que desarrollan los CMSc Centros Municipales de Salud Comunitaria son:  Alimentación, actividad física y salud Salud sexual y reproductiva Promoción de la salud en el ámbito educativo Envejecimiento activo y saludable Salud materno-infantil Prevención y control del consumo de tabaco Promoción de Salud Mental Desigualdades sociales en salud  Los que se desarrollan actualmente los puede consultar en la Página Web de Madrid Salud|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64e34b6faa61c010VgnVCM1000000b205a0aRCRD|SIERRA GADOR|CALLE|V|68.0|||||MADRID|MADRID|28031.0|1.0|CASCO H.VALLECAS|18.0|VILLA DE VALLECAS|447199.0|4470097.0|40.37978858026883|-3.622040199057613|CITACIONES: 917 791 312 / 913 807 910||cmsvallecasv@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.622028414226534|40.37978757998876
221|6017257|CMSc Centro Municipal de Salud Comunitaria Villaverde||Antes de acudir, póngase en contacto telefónico con el centro    Apertura y Cierre: de lunes a viernes de 8 a 21 horas     Atención al público: de lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia: a demanda en todos los CMSc. (Se recomienda llamar antes para evitar esperas innecesarias y para mejor organización de los centros)  Vacunación: con cita previa|Promovemos la salud y prevenimos la enfermedad        SOMOS MADRID SOMOS SALUD      Prevención del sobrepeso, la obesidad y la diabetes tipo II. Valoración de los hábitos alimentarios y nivel de riesgo. Talleres de alimentación saludable. Fomento de la actividad física: rutas WAP y marcha nórdica. Salud sexual y reproductiva: Asesoramiento y si procede, facilitación al acceso de métodos anticonceptivos, instauración y seguimiento. Anticoncepción de urgencia. Test de gestación. Diagnóstico y asesoramiento sobre VIH e infecciones de transmisión sexual (ITS). Asesoramiento en diversidad de orientación e identidad sexuales. Buen trato Vacunación: Campañas de vacunación (gripe, COVID, neumococo, etc..) Vacunación según calendario.  Tabaquismo: Asesoramiento y talleres grupales para el abandono del consumo de tabaco. Salud mental: Asesoramiento psicológico personalizado. Talleres grupales sobre bienestar emocional y prevención de la ansiedad.Apoyo individual y grupal para la prevención del duelo complicado. Correo de contacto info@apoyoduelo.es  Soledad no deseada: Actividades para la prevención de la soledad no deseada en todas las edades. Atención personalizada. Correo de contacto info@soledadnodeseada.es  Crianza: Asesoramiento preconcepcional, durante el embarazo y el postparto. Promoción de la lactancia materna. Apoyo a la crianza mediante asesoría individual y grupal: Primeros auxilios y prevención de accidentes; Alimentación infantil; Enfermedades comunes en la infancia, buen trato, etc...  Adolescentes y jóvenes: Asesoría y educación para la salud a familias, profesorado y otros profesionales socioeducativos y sanitarios. Asesoría individual y talleres grupales para jóvenes y adolescentes (educación para la salud, educación en sexualidades saludables y asesoramiento psicológico) Envejecimiento activo y saludable: asesoría individual y valoración de riesgo. Actividades grupales: memoria, prevención de caídas y accidentes, bienestar emocional, alimentación, buen trato, etc...  Se ofrece asesoría sociosanitaria  Más información en pág. web https://madridsalud.es/prevencion-y-promocion-de-la-salud/|Metro: Ciudad de los Ángeles salida calle Tertulia (L 3)  Bus: 22, 23, 59, 85, 79 y 123  Renfe: Villaverde Bajo  Bicicletas:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Los CMSc tienen un ámbito de influencia pero se atiende a personas de cualquier distrito   Ámbito de influencia: Distrito Villaverde Barrios:  Villaverde Alto San Cristobal (San Cristobal de los Ángeles) Butarque (Nuevo Rosales) Los Rosales (Villaverde Bajo y El Espinillo) Los Ángeles (Ciudad de los Ángeles)  Los programas marco de salud de abordaje prioritario que desarrollan los CMSc Centros Municipales de Salud Comunitaria son:  Alimentación, actividad física y salud Salud sexual y reproductiva Promoción de la salud en el ámbito educativo Envejecimiento activo y saludable Salud materno-infantil Prevención y control del consumo de tabaco Promoción de Salud Mental Desigualdades sociales en salud  Los que se desarrollan actualmente los puede consultar en la Página Web de Madrid Salud|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df3d7f073900f210VgnVCM1000000b205a0aRCRD|FELICIDAD|AVENIDA|V|17.0|||||MADRID|MADRID|28041.0|4.0|LOS ROSALES|17.0|VILLAVERDE|441347.0|4467878.0|40.35940720387406|-3.690771730176704|Recepción: 914 80 49 39 / 915 88 92 60||cmsvillaverde@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.690759948569586|40.359406213921545
222|9164|Complejo Hospitalario Ruber Juan Bravo||||Metro: Diego de León (líneas 4, 5 y 6); Núñez de Balboa (línea 5 y 9).  Bus: 29, 52.  Bicimad: Estaciones 144 (calle Juan Bravo, 50) y 143 (calle Diego de León, 52).  Aparcamiento: Díaz Porlier (60) calle Diego de León, 64.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91714b6faa61c010VgnVCM1000000b205a0aRCRD|JUAN BRAVO|CALLE|V|39.0|||||MADRID|MADRID|28006.0|5.0|LISTA|4.0|SALAMANCA|442513.0|4476005.0|40.43270280839362|-3.677762569951613|910 687 777 / 910 687 999|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6777625410024783|40.432699924647046
223|11174884|Fundación Vianorte-Laguna||||Metro: Laguna (línea 6).  Bus: 55.  Cercanías Renfe: Laguna (línea C5).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb7f5be190212710VgnVCM1000001d4a900aRCRD|CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN|CALLE|V|128.0|||||MADRID|MADRID|28047.0|3.0|LUCERO|10.0|LATINA|436609.0|4472480.0|40.40052019760962|-3.747005145040932|915 099 137||informa@lagunacuida.org|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7470131158329143|40.40051636128368
224|9133|Hospital Beata María Ana de Hermanas Hospitalarias||||Metro: Sainz de Baranda (línea 6 y 9), O'Donnell (línea 6).  Bus: 143, 156, 2, 30, 56, 15, 215.  Bicimad: Estaciones 63 (calle Ibiza, 62), 72 (calle Doctor Esquerdo, 99).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=56211c7a2c61c010VgnVCM1000000b205a0aRCRD|DOCTOR ESQUERDO|CALLE|V|83.0|||||MADRID|MADRID|28007.0|3.0|ESTRELLA|3.0|RETIRO|443243.0|4474375.0|40.4180689335903|-3.6689999598497347|914 097 423|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6690110124071147|40.41806616589218
225|12025292|Hospital Cantoblanco|||Integrado en el Hospital Universitario La Paz.|Renfe Cercanías: C4, C4a, C4b||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfbd707bf0c68810VgnVCM1000001d4a900aRCRD|COLMENAR VIEJO|CARRETERA|V|||||Salida 15|MADRID|MADRID|||||DISTRITO|||40°32'39.0|"3°42'09.7"";915 867 556 / 915 867 558"""|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |||
226|9127|Hospital Carlos III|||Unidad del Viajero del Hospital La Paz-Carlos III|Metro: Barrio del Pilar (línea 9)  Bus: 126, 64 127, 132||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8311c7a2c61c010VgnVCM1000000b205a0aRCRD|SINESIO DELGADO|CALLE|V|10.0|||||MADRID|MADRID|28029.0|5.0|LA PAZ|8.0|FUENCARRAL-EL PARDO|441011.0|4480715.0|40.47502578668782|-3.69589607039969|914 532 500|917 336 614||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.695907263964309|40.475024457009425
227|9131|Hospital Central de la Cruz Roja San José y Santa Adela||||Metro: Guzmán el Bueno (líneas 6, 7), Cuatro Caminos (líneas 1, 2, 6)  Bus: 127, 45, C2, F, C1, 44||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b411c7a2c61c010VgnVCM1000000b205a0aRCRD|REINA VICTORIA|AVENIDA|V|22.0|||||MADRID|MADRID|28003.0|1.0|BELLAS VISTAS|6.0|TETUAN|440051.0|4477637.0|40.447231210041735|-3.7069410990208866|914 538 300|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7069410640905036|40.44722787589919
228|9118|Hospital Central de la Defensa Gómez Ulla||||Metro: Carabanchel (línea 5)  Bus: 17, 35||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e511c7a2c61c010VgnVCM1000000b205a0aRCRD|EJERCITO|GLORIETA|V|1.0|||||MADRID|MADRID|28047.0|4.0|ALUCHE|10.0|LATINA|436724.0|4471089.0|40.38800328931783|-3.7455093184725383|914 222 000||hcdgomezulla@oc.mde.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7455198240983587|40.387994391666766
229|9104|Hospital Clínico San Carlos||||Metro: Moncloa (líneas 3, 6), Vicente Aleixandre (línea 6), Islas Filipinas (línea 7)  Bus: C2, C1, 12, 44, 82, 132, 1, 62, 138  Bicimad: Estación 244 (Calle Isaac Peral, 44)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43811c7a2c61c010VgnVCM1000000b205a0aRCRD|PROFESOR MARTIN LAGOS|CALLE|V|2.0|||||MADRID|MADRID|28040.0|3.0|CIUDAD UNIVERSITARIA|9.0|MONCLOA-ARAVACA|439012.0|4476800.0|40.43961616299482|-3.719109522219449|913 303 000 / 913 303 001|913 303 182|buzgen.hcsc@salud.madrid.org|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.719112074773473|40.43961227221727
230|11298560|Hospital de Emergencias Enfermera Isabel Zendal||||Renfe Cercanías: Valdebebas (línea C1)  Bus: SE709, BR1||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=159467d7b2cd6710VgnVCM2000001f4a900aRCRD|MANUEL FRAGA IRIBARNE|AVENIDA|V|2.0|||||MADRID|MADRID|28055.0|4.0|TIMON|21.0|BARAJAS|448461.0|4481639.0|40.48384801885397|-3.608088106837578|917 996 300|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6080979823308374|40.4838440920104
