Referencia;Tipo_vivienda;Dirección;Barrio;Distrito;Población;Superficie construida;Superficie útil;Superficie solar;Habitaciones;Baños;Planta;Antigüedad;Conservación;Gastos de comunidad;Precio;Precio/m²;PMZona;PMm²Zona;RMP;RMH;Descripción;<img>Url_foto;Url_vivienda ;Coordenadas;Latitude;Longitude
 4512757-ChaléAFr;Casa;Calle de Gloria Fuertes;Mirasierra-Arroyo del Fresno ;Fuencarral-El Pardo; Madrid Capital;461;440;301;3;4;0; Menos de 5 años; A estrenar;;3950;8.57;2535.85;14.31;20671;55125;"ALQUILER de chalé adosado recien terminado de construir, de 4 plantas, en urbanización cerrada de 9 chalés, muy representativa.

Se alquila sin muebles, a excepción de la cocina que tiene sus muebles propios y los electrodomésticos (Encimera por inducción, campa extractora de humos, frigorífico, lavavajillas, lavadora, secadora y microondas).

3/4 dormitorios, 4/5 baños, uno con bañera y los restantes con ducha-aseo.

Calefacción y refrigeración por suelo radiante (aerotermia), en planta baja, primera y ático con gran terraza solarium.

Garaje en planta sótano para 2 coches.

Conserje, jardín en la zona común con piscina y zona de juego para niños.

Próximo al campo de golf de la Federación Española.

A 5'minutos andando de la estación de Metro de Arroyofresno y de Pitis con acceso a Cercanías Renfe, parada de la línea 170 de autobús a 50 metros.

Fácil acceso a M-40.

Zona dotada de todo tipo de equipamientos (Supermercado, colegios, farmacia, hospital, comisaría de policía,.. . ).

Necesario para formalizar el contrato de alquiler: Valoración financiera del inquilino, depositar una mensualidad de fianza y un aval bancario por importe de 2 mensualidades.

*** AF-Real Estate
Somos una consultora especializada en la gestión de activos inmobiliarios, compraventa, alquiler y liquidación de herencias, con asesoramiento legal en todo el proceso. ***.";https://fotos.imghs.net/apps/512757/34229386439.512757/512757_34229386439_1_20230530085646360.jpg;https://www.pisos.com/alquilar/casa-mirasierra_arroyo_del_fresno28049-34229386439_512757/;(40.456752, -3.4844883);40.456752;-3.4844883
 IF5032-balmes 1d;Apartamento;Calle de Balmes, 1;Trafalgar ;Chamberí; Madrid Capital;40;;0;1;1;4;; En buen estado;;1100;27.5;3441.98;25.93;25275;56281;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona Metro Iglesia, muy centrico y buenas comunicaciones, en una calle tranquila.;https://fotos.imghs.net/apps/1018/482/1018_4492482_0_2021092907094687295.jpg;https://www.pisos.com/alquilar/apartamento-trafalgar28010-25043213229_101600/;(40.4355301, -3.7000973);40.4355301;-3.7000973
 IF5032-TH LA FLORIDA;Apartamento;La Florida-Valdemarín-Aravaca;El Plantío ;Moncloa-Aravaca; Madrid Capital;70;;0;2;2;; Entre 20 y 30 años; En buen estado;;2200;31.43;2545.3;20.32;24659;63205;Urbanización La Florida, Aravaca, próximos a la Avda. de Valdemarín. Apartamentos en una de las zonas más exclusivas del Noroeste de Madrid. Rápido acceso desde la A-6, a cinco minutos de Moncloa. Zona residencial muy tranquila, cercana a colegios, Hospital de la Zarzuela.;https://fotos.imghs.net/apps/1018/397/1018_11320397_0_2021092907094541253.jpg;https://www.pisos.com/alquilar/apartamento-moncloa_aravaca_el_plantio-72574149946_101600/;(40.468079, -3.7957825);40.468079;-3.7957825
 4517258-20277044;Chalet;Calle de Miguel Hernández, 5;;Miraflores de la Sierra;Miraflores de La Sierra;174;;0;4;3;0;; A estrenar;;1250;7.18;1250;7.18;14379;36547;"Tipología 2. Chalet pareado de 174,20m2 construidos en dos alturas, sobre parcela de 436,98m2. Este chalet se une con el vecino en la pared del garaje solamente.
La planta baja consta de: recibidor, cocina con despensa, aseo, habitación-despacho y salón-comedor con chimenea y porche al jardín además de garaje cerrado.
La planta primera consta de: dormitorio principal con terraza y baño con columna de hidromasaje. Otro baño completo y dos dormitorios más, uno de ellos con terraza.
Preciosas vistas de la sierra.
Todos los dormitorios disponen de armarios forrados en madera.
Cocina equipada con muebles, vitrocerámica, horno y campana.
Agua caliente y calefacción por caldera de gas propano canalizado en toda la urbanización con contador individual.
Equipamiento de domótica con alarma, conexión y desconexión de calefacción y riego desde el móvil, a distancia.";https://fotos.imghs.net/apps/1097/623/017097aa-453e-4a8c-adf5-1d3b00b5937b_20181001151239914.JPG;https://www.pisos.com/alquilar/chalet-miraflores_de_la_sierra_centro_urbano-8756948739_109700/;(40.2128707, -3.5681845);40.2128707;-3.5681845
 4992099-2015;Apartamento;Paseo de las Acacias;Acacias ;Arganzuela; Madrid Capital;40;40;0;1;1; Semisótano;; Reformado;;800;20;1677.38;22.02;20103;46699;"Bonito apartamento ideal para una persona completamente reformado a dos minutos a pie de la Glorieta de Embajadores. IMPRESCINDIBLE PARA ALQUILARLO: Demostrar solvencia económica en España con nóminas o contratos de trabajo + estancia mínima de un año. Disponible a partir del 1 marzo.

El inmueble está formado por un pequeño salón-comedor con cocina americana y baño independiente con plato de ducha amplio y termo eléctrico. La cocina se encuentra equipada con vitrocerámica, lavadora y frigorífico. El apartamento cuenta con dos ventanas al patio interno de la comunidad (salón y baño) y una ventana al exterior en el dormitorio. Finca con ascensor (que llega al sótano) y portero físico. Gastos de comunidad incluidos en el precio.

Zona comercial, situada en magnífica ubicación, junto a la Glorieta de Embajadores, parada de metro Embajadores (L3) y Cercanías Renfe, con todos los servicios, hostelería, farmacias, colegios, hospitales, centros de salud, supermercados, parques, paradas de autobuses (34, 36, 78, 118, 119, C1, C2) y fácil acceso a las principales carreteras como M30 y A42.

*Si no atendemos su llamada puede dejarnos un whatsapp.
**1 mes de fianza + 1 mes de garantía adicional.
***Se admiten mascotas bajo consulta.";https://fotos.imghs.net/apps/992099/41763060142.992099/992099_41763060142_5_20240208170231658.jpg;https://www.pisos.com/alquilar/apartamento-acacias28005-41763060142_992099/;(40.4049908, -3.7029391);40.4049908;-3.7029391
 500635-111228;Dúplex;Ronda de Sacedilla;Zona Carretera del Plantío ;Majadahonda;Majadahonda;377;335;0;7;5;2; Entre 20 y 30 años; Reformado;;4000;10.61;3328.25;14.16;21248;66390;"Exclusiva vivienda en la mejor urbanización de majadahonda, maxima seguridad, extraordinarias zonas comunes, junto estacion cercanias renfe, club internacional de tenis y salida directa a-6.

Vivienda duplex de 377 m², integramente reformada, muy bien distribuida, con estupendas y modernas calidades, amplísimas estancias con múltiples versatilidades de uso, + 2 plazas de garaje en el interior del edificio + 1 trastero. (posibilidad de otra plaza adicional además de plazas exteriores dentro de la urbanización, de uso comunitario).

Puerta principal y puerta de servicio.

Desde la entrada principal accedemos a:

- estupendo y representativo hall/recibidor con aseo de invitados y zona de armario gabanero independiente.
- luminoso salón comedor de 55 m² distribuido en 3 ambientes, con amplísimos ventanales y salida a gran terraza con magníficas vistas a la sierra.
- pasillo distribuidor dotado todo lo largo de armarios empotrados.
- 3 dormitorios dobles de gran tamaño, con armarios empotrados.
- cuarto de baño completo.
- zona de cocina dividida en zona comedor de diario independiente, zona de trabajo, terraza-tendedero, despensa y dormitorio de servicio con baño. Posibilidad de electrodomésticos a elección del inquilino. A esta zona se accede también a través de la puerta de servicio para mayor independencia.

Planta alta

Desde el hall de entrada parte una bonita escalera de madera que nos da acceso a la siguiente planta alta donde encontramos:

- un amplio hall-distribuidor.
- el grandísimo dormitorio principal tipo suite con vestidor independiente y acceso directo a su baño privado. Actualmente dicho dormitorio tiene como anexo una preciosa sala de estar/despacho/biblioteca, lo que hace ser una estancia única, pero con posibilidad de independizar.
- otros 3 dormitorios dobles igualmente de gran tamaño y todos ellos con armarios empotrados
1 cuarto de baño completo exterior.

Se trata de una vivienda especial y tradicional, con dos entradas (principal y servicio), ya diseñada desde la reforma con las calidades y distribución modernas, muy bien cuidada y a su vez con muchas posibilidades para adaptarla a las necesidades de quien la ocupe.

La distribución hace que sea la vivienda ideal para grandes familias, por la independencia y dimensiones de las estancias, por su gran capacidad de almacenaje, porque es un vivienda super luminosa, soleada a todas las horas del día y muy bien orientada.

Aire acondicionado individualizado por estancias.
Calefacción y agua caliente centrales con contador individual.
2 plazas de garaje (además de plazas exteriores dentro de la urbanización)
1 trastero

Urbanización cerrada con vigilancia 24h, grandes zonas verdes, piscinas (infantil y de adultos), padel, tenis, zona de juegos multiuso y parque infantil.

Sólo para los que no lo conocen podemos decir que cuenta con la mejor ubicación, frente a la estación de cercanías renfe, salida directa a bus-vao y a-6, a 2 minutos andando al monte de el pilar, zona comercial donde poder desplazarse sin coche para las compras del día, centro comercial sexta avenida y club internacional de tenis.
A tan solo 10 minutos en coche de moncloa.

Todo un lujo de comodidades para el día a día.

Precio: 4.000€/mes.
Se requiere solvencia garantizada.

Si desea visitarla, disponemos de una atención personalizada con amplia disponibilidad horaria.";https://fotos.imghs.net/apps/500635/40839367117.500635/500635_40839367117_38_20240213113957856.jpg;https://www.pisos.com/alquilar/duplex-zona_carretera_del_plantio-40839367117_500635/;(40.4767712, -3.8442412);40.4767712;-3.8442412
 4998664-001331;Piso;Plaza de Jacinto Benavente;Cortes-Huertas ;Centro; Madrid Capital;45;40;0;1;1;3; Más de 50 años; En buen estado;;1500;33.33;2787.63;26.98;19199;38360;Atencion solo para estudiantes, Magnifico apartamento recién reformado en pleno centro de la capital de Madrid, La vivienda consta de Salon con cocina americana con el dormitorio en salita contigua incorporado con dos camas de 1.05cm, con split de aire acondicionado con bomba de calor Armario, y cuarto de baño moderno con plato de ducha, La finca cuenta con ascensor esta en la tercera planta. Se realiza contrato de 11 meses.;https://fotos.imghs.net/apps/998664/35928824857.998664/998664_35928824857_3_20230706201507953.jpg;https://www.pisos.com/alquilar/piso-cortes_huertas28012-35928824857_998664/;(40.4144807, -3.7035436244656923);40.4144807;-3.703543624
 4515716-12847716;Piso;Castellana;Castellana ;Salamanca; Madrid Capital;230;217;0;4;3;7; Más de 50 años; Reformado;;4175;18.15;3886.67;27.61;25956;60217;"""excelente oportunidad"". Piso para entrar a vivir. Lujo. Totalmente amueblado. Muy luminoso. 4 dormitorios, el principal en suite con vestidor, cocina totalmente equipada, 2 baños, 1 aseo de cortesia, trastero, calefaccion central, aire acondicionado, conserje todos los dias de la semana...

Muy bien ubicado y comunicado, con todo tipo de servicios alrededor, farmacia, colegios, autobuses, restaurantes, centro comercial ...

Se admiten mascotas

Alquiler larga duracion

Llamar para concertar cita al 638.953. 478

NO DEJE DE VISITARLO.";https://fotos.imghs.net/apps/515716/25864669701.515716/515716_25864669701_36_20220709000013039.jpg;https://www.pisos.com/alquilar/piso-salamanca_castellana28046-25864669701_515716/;(40.4333241, -3.6841316);40.4333241;-3.6841316
 IF5271-157;Piso;Chamberí - Almagro;Almagro ;Chamberí; Madrid Capital;1400;;0;10;11;4;; En buen estado;;15000;10.71;3441.98;25.93;25275;56281;"1.400m2 en una sola planta, en ALMAGRO zona, en uno de los mejores edificios de la zona.

Unico piso por planta. 4 plazas de GARAJE. TERRAZAS.

Actualmente la propiedad está físicamente dividida en 2 pisos exteriores. Se alquila la totalidad de la planta. Perfecto para Embajada + residencia del embajador; ú otros usos que le quiera dar el nuevo inquilino.

Piso izquierda:
Buena zona de recibo
2 grandes salones con chimenea, sala de estar y acceso a la TERRAZA.
Aseo
Comedor independiente
Dormitorio principal con vestidor y 2 baños completos.
3 dormitorios para cama de matrimonio, cada uno con su baño
Gran Cocina con isla y con comedor de diario
Laundry (Lavadero)
2 dormitorios de servicio con baño.

Piso derecha:
Buena zona de recibo
Gran salón con acceso a la TERREZA, chimenea.
Sala de estar.
Gran Comedor
Cocina
Gran dormitorio principal con vestidor, baño y salón privado.
2º dormitorio grande con baño.
Dormitorio de servicio con baño

1 mes de fianza + 1 mes de garantía adicional.";https://fotos.imghs.net/apps/1018/767/1018_34423767_1_2023070515070475231.jpg;https://www.pisos.com/alquilar/piso-chamberi_almagro28010-35867831471_101800/;(40.43279855, -3.6973551668784124);40.43279855;-3.697355167
 TC135-561563;Ático;Ciudad Universitaria;Ciudad Universitaria ;Moncloa-Aravaca; Madrid Capital;89;;0;2;1;;; En buen estado;;1700;19.1;2545.3;20.32;24659;63205;Inmobiliaria en tetuán, berruguete - tecnocasa risico servicios inmobiliarios sl alquila espectacular piso formado por dos dormitorios, salón, cocina, baño, terraza de 30m² y azotea de 90m². Calefacción de gas natural. Muy buenas calidades. La finca no cuenta con ascensor. Preciosas vistas. Zona con un entorno privilegiado y muy cercana a toda la zona universitaria.;https://fotos.imghs.net/apps/1002/563/1002_561563_1_2023102711100263599.jpeg;https://www.pisos.com/alquilar/atico-ciudad_universitaria28040-38422278016_100200/;(40.443792, -3.726423);40.443792;-3.726423
 996542-3758-JG;Ático;Calle de Blanca de Navarra;Almagro ;Chamberí; Madrid Capital;176;170;0;3;3;2; Más de 50 años; Reformado;;4850;27.56;3441.98;25.93;25275;56281;"Diplomatic ofrece ático dúplex reformado en 2014 en Palacete señorial de 1840, con entrada de carruajes.
Se alquila por temporada y también contratos larga duración.
Suministros incluidos hasta 200€/mes, más 1 hora de limpieza semanal y wifi
No admite mascotas.
Se distribuye en;
Salón comedor con ventanas a patio manzana con mucha luz
3 dormitorios en suite. 2 de los baños con ducha y el tercero con bañera.
Cocina independiente equipada con electrodomésticos alta gama
Armarios empotrados
Calefacción individual y aire acondicionado frio calor.
Portal de lujo.
Conserje
Situado en Chamberí en el prestigioso barrio de Almagro con excelente comunicación
Esperamos su llamada, 91 564 77 00
Diplomatic Real Estate con más de 25 años en el sector inmobiliario y una amplia cartera de viviendas de lujo, locales, oficinas y edificios ofrece asesoramiento completo a sus clientes tanto en alquiler como en compra venta de inmuebles.";https://fotos.imghs.net/apps/996542/39245437158.996542/996542_39245437158_2_20231122131652348.jpg;https://www.pisos.com/alquilar/atico-chamberi_almagro28010-39245437158_996542/;(40.4288494, -3.6930365);40.4288494;-3.6930365
 IF7144-48;Chalet;Valdemorillo;;Valdemorillo;Valdemorillo;300;;1250;5;4;0;;;;3500;11.67;2650;8.84;15433;42527;"ESPECTACULAR CHALET INDEPENDIENTE DE ESTILO MEDITERRANEO con piscina y bonita parcela, situado en una urbanización con seguridad las 24h. rodeado de naturaleza y con maravillosas vistas.
La casa se distribuye en diferentes medias alturas lo que facilita el acceso y diferentes ambientes.
En la planta de acceso encontramos un hall, una estancia que podría ser utilizada tanto como dormitorio como despacho y un baño completo con ducha.
Bajando media planta accedemos a un gran salón con maravillosas vistas y dividido en tres estancias: salón con chimenea, comedor y zona de lectura y cocina abierta con isla y acceso directo a la zona de comedor exterior. En la misma planta también está la zona de lavandería y otro baño completo con ducha y bajando media altura, una gran estancia perfecta como zona de juegos para niños y cuarto de plancha.
En la planta primera encontramos la zona de dormitorios.
Un dormitorio principal en suite con baño completo y gran zona de armarios, dos dormitorios grandes y otro baño completo para uso de estos dos últimos.
El exterior de la vivienda es espectacular, con varios ambientes de patios, chill out, piscina y jardín.
La piscina es salina con ducha solar.";https://fotos.imghs.net/apps/1018/181/1018_35113181_1_2023112305113737287.jpg;https://www.pisos.com/alquilar/chalet-valdemorillo_centro_urbano-38377966958_101800/;(40.3885648, -3.6943853);40.3885648;-3.6943853
 996542-2673-VC;Piso;Calle del Conde de Aranda;Recoletos ;Salamanca; Madrid Capital;240;230;0;3;4;3; Entre 20 y 30 años; Reformado;;8000;33.33;3886.67;27.61;25956;60217;Magnífico piso amueblado junto al Retiro. Reforma integral a estrenar. Salón de 35 m2 y comedor independiente. 3 dormitorio en suite con 3 baños. Aseo de cortesía. Cocina amplia totalmente equipada.;https://fotos.imghs.net/apps/1097/561/1097_0_foto_20180222165815933_945856909415561.jpg;https://www.pisos.com/alquilar/piso-recoletos28001-945856909415561_109700/;(40.4217567, -3.6870813);40.4217567;-3.6870813
 EP805-1406;Piso;Avenida de Camilo José Cela, 1;Guindalera ;Salamanca; Madrid Capital;54;;0;2;2;6; Entre 10 y 20 años;;;2300;42.59;3886.67;27.61;25956;60217;"Inmobiliaria vivahogar alquila impresionante duplex atico
Con terraza de 30m² y excelentes vistas.

Contrato temporal minimo 6 meses

Caracteristicas

Amueblado
110 m² construidos
2 habitaciones
2 baños
Terraza de 30 metros con excelentes vistas
Posibilidad de plaza de garaje por 110 €/mes
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada
Calefacción individual: gas propano/butano
Edificio
Planta 6ª exterior
Con ascensor
Equipamiento
Aire acondicionado
Zonas verdes

Transporte:
Cuenta con varias líneas de metro (avenida de américa líneas de metro 4,6,7 y 9 y con varias líneas de autobuses y cartagena línea de metro 7 y diego de león líneas de metro 4, 5 y 6).

Excelente ubicación, tiene alrededor gran cantidad de comercios, tiendas, farmacias, colegios, institutos, universidades, bares y restaurantes, el mercado de guindalera, supermercados, entre otros.
Aparcamiento público justo al lado del portal. A menos de 5 minutos tiene un polideportivo municipal con piscina cubierta y el parque más cercano es el de maría eva duarte de perón.

Inmobiliaria de prestigio en madrid.
Fuerza global, experiencia local.";https://fotos.imghs.net/apps/1093/668/1093_EP805-283668_1_2024021216385531250.jpg;https://www.pisos.com/alquilar/piso-guindalera28028-41711605346_109300/;(40.440538, -3.6668138);40.440538;-3.6668138
 SA2705-0853;Piso;Calle de Velayos, 2;Ciudad Universitaria ;Moncloa-Aravaca; Madrid Capital;65;51;0;1;1;;; En buen estado;;1300;20;2545.3;20.32;24659;63205;"ESTANCIA MINIMA UN AÑO

¡No te pierdas la oportunidad de alquilar este increíble piso a estrenar con un estilo propio de loft y un diseño moderno! Con una sensación de amplitud y dinamismo, este piso totalmente amueblado te brinda una experiencia única. Con sus maderas claras en el mobiliario y pavimento, paredes blancas y toques de color granate en contraste, este piso es un cambio atractivo, funcional y acogedor. Además, cuenta con un trastero incluido y ha sido publicado en una revista de decoración.

Con 65 m² construidos y 51 m² útiles, este piso cuenta con 1 dormitorio, 1 baño y armarios empotrados. Fue construido en el año 2023 y cuenta con acceso adaptado a personas con movilidad reducida, lo que lo hace apto para su uso por personas con movilidad reducida. Ubicado en la planta baja, es exterior y cuenta con ascensor. La cocina está equipada con electrodomésticos y la casa viene amueblada. También cuenta con aire acondicionado para tu comodidad.

No pierdas la oportunidad de visitar este piso sin compromiso. Nuestro departamento comercial está disponible para brindarte más información. SalesLine es una empresa de servicios personalizados con más de 28 años de experiencia en el sector inmobiliario en Madrid. Contamos con un equipo de profesionales dispuestos a asesorarte en lo que necesites. ¡No dudes en contactarnos para cualquier consulta!";https://fotos.imghs.net/apps/1005/169/1005_102866169_1_2023101622102002297.jpg;https://www.pisos.com/alquilar/piso-ciudad_universitaria28035-38371468361_100500/;(40.4664875, -3.7264535);40.4664875;-3.7264535
 996542-3451- DG;Ático;Calle de Fortuny;Almagro ;Chamberí; Madrid Capital;170;160;0;4;3;6; Más de 50 años; Reformado;;5500;32.35;3441.98;25.93;25275;56281;"Diplomatic Real Estate ofrece magnífico ático dúplex en edificio clásico muy representativo de 1960.
Salón con techos altos y molduras con balcón a la calle.
4 dormitorios, uno de ellos con baño en suite. 2 baños y aseo cortesía.
Cocina moderna equipada con electrodomésticos primeras marcas,
Terraza de 30 m2.
Planta de acceso: salón, cocina y aseo.
Planta alta, 4 dormitorios, 2 baños y terraza.
Ubicado en el llamado triángulo de oro del barrio de Almagro el más importante del distrito de Chamberí, lugar de residencia de la aristocracia de finales de siglo en grandes mansiones y pisos señoriales del distrito. Aquí encontramos el Palacio Zurbano, instituciones como la Fiscalía General .
Esperamos su llamada, 91 534 77 00.
Diplomatic Real Estate con más de 25 años en el sector inmobiliario y una amplia cartera de viviendas de lujo, locales, oficinas y edificios ofrece asesoramiento completo a sus clientes tanto en alquiler como en compra venta de inmuebles.";https://fotos.imghs.net/apps/996542/95080073333.996542/996542_95080073333_1_20230802125030872.jpg;https://www.pisos.com/alquilar/atico-chamberi_almagro28010-95080073333_996542/;(40.4340892, -3.6901349);40.4340892;-3.6901349
 SA768-01345/2151;Piso;Palacio;Palacio ;Centro; Madrid Capital;150;145;0;4;2;4;;;;4500;30;2787.63;26.98;19199;38360;"SE ACEPTA ALQUILER TEMPORAL con todos los gastos incluidos.
Fantástica vivienda en pleno centro de Madrid, zona Palacio. Tiene unos 150 metros de superficie, 4 habitaciones dobles, 2 salones, 2 cuartos de baño y una amplia cocina independiente 100% equipada y con zona office. La propiedad es muy luminosa y se encuentra reformada, con el mobiliario completamente nuevo. En los 2 salones contamos con 3 balcones a la calle. En uno de los salones, chimenea. La carpintería interior es de madera, orientación sur, suelo de parquet y la carpintería exterior de PVC / climalit. Dispone de aire acondicionado y armarios empotrados. La comunidad tiene ascensor. Es muy céntrico, en la misma calle Vergara, muy próximo a Palacio Real, Sol y Ópera. Mas información contacta con José Carlos en el 654..640..190, también por WhatsApp.";https://fotos.imghs.net/apps/1005/151/1005_189840262151_1_2023060613065072113.jpg;https://www.pisos.com/alquilar/piso-centro_palacio28013-35035585586_100500/;(40.4153295, -3.7147092);40.4153295;-3.7147092
 SA768-01323/2151;Piso;Chamberí;Trafalgar ;Chamberí; Madrid Capital;86;;0;1;1;4;;;;1450;16.86;3441.98;25.93;25275;56281;"AlquilaDirect ofrece: Excelente apartamento en una cuarta planta y muy luminoso, con todos los muebles a estrenar. Ubicado en pleno barrio de Chamberí zona de Trafalgar


Salón con cocina incorporada. En salón sofá con chaise longe , televisor de 50 pulgadas y con una gran mesa de comedor muy moderna.

Cocina con lavadora, frigorífico , lavavajillas, microondas y cocina de inducción.

Dormitorio con baño en suite de plato de ducha y cama de 1,80 x 2,00

Con todas las puerta de madera lacada en blanco.

La calefacción es central y agua caliente individual y con conserje en la finca


Rodeado de todo tipo de servicios, como centros de salud, colegios y lugares de ocio y restauración de todo tipo de gastronomía.
En transporte publico a escasos 3 minutos a pie de las estaciones de Alonso Martinez o Bilbao y muy cercano a las estaciones de Quevedo e Iglesias, y paradas de autobuses y taxi. En la misma finca con posibilidad de alquilar plazas de garaje. Para mas información ponerse en contacto con Luis Lopez en el teléfono 627915279 y tambien por WhatsApp.";https://fotos.imghs.net/apps/1005/151/1005_183962532151_1_2023032213031432903.jpg;https://www.pisos.com/alquilar/piso-trafalgar28010-32504658751_100500/;(40.4389621, -3.705302);40.4389621;-3.705302
 SA768-01384/2151;Piso;Calle de Valverde;Universidad-Malasaña ;Centro; Madrid Capital;73;59;0;2;2;1;;;;1600;21.92;2787.63;26.98;19199;38360;"AlquilaDirect ofrece: Piso para entrar a vivir, amueblado, y en una de las calles mas representativas como es la calle Valverde en la zona de Malasaña
Consta de 2 dormitorios , uno de ellos con baño en suite, salón, y cocina independiente, amueblada equipada con vitrocerámica , lavadora, y frigorífico. Con calefacción individual de Gas Natural y Aire Acondicionado en salón
En transporte publico todo tipo de servicios. A pocos minutos a pie de la estación de metro de Tribunal , con paradas de autobuses y taxi en la misma puerta. Rodeado de todo tipo de servicios, como centros de salud, colegios , supermercados , lugares de ocio y restaurantes de todo tipo de gastronomía y a escasos minutos a pie de la Gran Vía. La vivienda es acogedora y tranquila. IDEAL PARA PAREJAS !!!! José Luis Rocatagliata 6 4 7 8 0 8 7 1 1.";https://fotos.imghs.net/apps/1005/151/1005_203880692151_1_2023121310125223552.jpg;https://www.pisos.com/alquilar/piso-universidad_malasana28004-40054793058_100500/;(40.4219276, -3.7017886);40.4219276;-3.7017886
 SA398-2140/1865;Piso;Villaverde;San Andrés ;Villaverde; Madrid Capital;51;50;0;1;1;6;;;;790;15.49;983.32;16.24;11059;30673;"Vivienda espectacular, reformada, de 1 dormitorio, salón bastante amplio, cocina estilo francesa y cuarto de baño con plato de ducha.


El salón comedor es amplio y tiene suelos de parquet, un extra para hacer la vivienda más acogedora y dar esa sensación de hogar que tanto buscamos en los pisos de alquiler.

La cocina está integrada en el salón, pero cuando lo la estés usando, puedes ocultarla gracias a unas puertas de madera que permiten delimitar los espacios.

La vivienda cuenta con armarios empotrados para que mantener el orden aprovechando al máximo el espacio sea más fácil. El baño, con un pie de ducha con mampara y sanitarios blancos invita a tomar una ducha relajante al llegar a casa.
El piso se alquila con una plaza de aparcamiento para que no pierdas tiempo buscando dónde aparcar.

Está dotada de aire acondicionado y calefacción, suelos de parquet y plaqueta, ventanas de climalit, puertas interiores de roble y exterior blindada.

El edificio consta de ascensor y la vivienda incluye plaza de garaje y trastero.

S quieres vivir en una de las mejores zonas de Villaverde, con varios parques, zonas de paseo y tranquilidad es la vivienda que buscas. Vive en este coqueto apartamento de 1 dormitorio y un baño.

Requisitos: Contrato indefinido mínimo un año - 3 últimas nóminas, teniendo que ser el 40 % destinado al pago del arrendamiento, ningún tipo de morosidad ni Asnef ni Rai.";https://fotos.imghs.net/apps/1005/865/1005_203807321865_1_2023121213125107970.jpg;https://www.pisos.com/alquilar/piso-villaverde_san_andres28021-40056012414_100500/;(40.3511231, -3.6997748);40.3511231;-3.6997748
